comment,toxic
  talkback wrestlemania xxvi the undertaker ,0
nationalists i call them serbo nationalists because that is what they are  tone  dab  the lot of them  they are hardly albanian nationalosts are they and they definately are not neutral  and if the arbitary comittee gets tought with me  let it get tough with them and their propaganda ,0
april utc but you seemed so definite when you proclaimed that no new zealander would call gloaming a nz horse  yet you did just that  seems to me you are rather flexible in your viewpoints  and more than happy to change them should it suit you  there s a word for that sort of thing  but i won t use it as i d very likely be  block  again  the rest of what you say is drivel  as is usual for you  where was sam neil born  where was anna paquin born  where was roger donaldson born  where was bruno lawrence born  where was keisha castle hughes born ,0
 i copy this from comfort women pages  it contains many references why korean comfort women during korean war and why korean collaborators  because it is true  it all happened and it was all discuss probably before you were born  so we look to the academics and newspapers for reference from  the construction of us camptown prostitution in south korea trans formation and resistance by lee  na young the term comfort women wianbu  to refer to military prostitutes serving american soldiers signals the widespread acceptance of camptown prostitution as an inevitable means to entertain foreign soldiers  this term was commonly used in newspaper articles throughout the s along with such phrases as prostitutes catering to un soldiers and terms like yanggongju  western princesses or un madams woman getting a livelihood by serving un soldiers this usage continued during the s and s when camptown prostitution became more differentiated from non u s  military prostitution the korean government s policy on prostitution reflected its public s perspectives on prostitution  which was  in the decades after the war  regarded as a necessary means to feed korea s impoverished population  the chosun ilbo or daily news is major newspapers in south korea readers  examples given are in chosun ilbo august it mentions  in pup ylng  some comfort women dealing with american troops similar reports using the words comfort women are  kylnghyang ilbo chosun ilbo chosun ilbo chosun ilbo a comfort women s demonstration is also reported in in the mid  to late s  there were numerous articles in chosun ilbo reporting crimes committed against camptown prostitutes by american soldiers that continued to used the term  comfort women korea college girls recruited for the nangnang club were also viewed as yanggongju or comfort women  seoul sinmun july october post war military brothels were still known as comfort stations and the system based on the japanese one in the chosun ilbo also accounts for the number of women involved as the women who served one american husband were called yangbuin western madam  instead of the usual yanggalbo western whore  who were generally treated by korean society as non human beings generally  the yanggongju have been ignored in official korean histories as a national shame until recent  song gun chong in wrote so called comfort women registered with the  health section of the military and the military police corps of the u s  army current situations of korean prostitutes and countermeasures  pophak nonchong you can download the main reference at http w lib umd edu drum bitstream umi umd pdf  references also arise in yi  imha a  the korean war and gende  hankuk chonjaengkwa jaendo seoul  sohaemunjip have you seen the women outside  korean women and the u s  military  directors j t  takagi and hye jung park minutes  vhs many of korean women were also forced  tricked  financial compromised or even kidnapped into  sex  slavery for american troops in south korea  as example  the documentary features yang hyang kim  who applied for a job in what she thought was a coffee house  only to be sold to a brothel outside camp stanley same as japanese imperialists before them  they both documents how the korean and american governments were involved  how korean officials portrayed the women as personal ambassadors fulling their patriotic duty to nation by  sex ly servicing soldiers  the rape and murder of women by the pimps and the soldiers it says  drawing upon interviews and testimonies  emphasize that many of the women who serve the us military as so called voluntary sex workers were in fact recruited in the same brutal ways as were their earlier counterparts in japan s  comfort system that is  through coercion  trickery  and even force because both korean and american governmental interests have viewed men s access to female bodies for r r as so crucial to military morale  priorend preceding unsigned comment added by talk contribs ,0
by the way  please join my royal militia  details are on my userpage ,0
you are wrong my friend  as anyone can see the first and the second as well as the third edit were not the same  i put new information  because you are the one who keeps deleting sourced parts  so i ask admin to block osli  for nationalistic actions  removing international sources  icty judgement  in order to minimize genocide commited by serbs in srebrenica  regards ,0
  my talk happy labor day  dear colleague  i just want to wish you a happy  hopefully  extended holiday weekend and nice end to summer your friend  my talk  ,0
curly headed doctor if it s legally legit  can you add the picture from here to curly headed doctor  thanks ,0
agreed  and simply changing section headings does not go any way towards that  what is needed is to get rid of the current sections  having first distilled from them what the actual writers on terrorism actually say  and reassemble that into a world view ,0
yes  his tragic flaw is wrath  the killing of his family is what led to his punishment of being assigned the labors ,0
vandalism on atlantic ocean please stop adding nonsense to wikipedia  it is considered vandalism  which under wikipedia policy  can lead to blocking of editing privileges  if you would like to experiment again  please use the sandbox ,0
well what s wrong with you ,0
the disambiguation page had two links  both of which linked to the same article  it therefore wasn t doing any disambiguating ,0
user talk contributions ,0
 apply fringe standards i believe the consensus is that menzies theories qualify as wp fringe and should be treated as such  that means a claims must be based upon independent reliable sources and b  that an npov article will appear biased to those who support the theories and c  supporters are in violation of policy if they push for language that softens the required fringe treatment  lozzo  ,0
  let me review the main article for blp issues moment please  chat ,0
at the start of the academic year by india  it was founded in february by ramesh ,0
  boy  this is classic  definition  a scientist is someone who follows the scientific method  the scientific community is composed of all scientists  claim  the evidence for hiv is so overwhelming  anyone who claims hiv does not cause aids must not be following the scientific method  lemma  therefore  someone who claims hiv does not cause aids is not a scientist  theorem  therefore  all members of the scientific community agree hiv causes aids  corollary  therefore  all debate over the hiv hypothesis occurs in non scientific forums  outside the scientific community brilliant reasoning there  mastcell and nightscream  i wonder how people years from now will read this without laughing their ass off duesberg doesn t conduct research on hiv  he never has  neither does kary mullis  neither does the perth group  russian biologists don t conduct research on michurinism  they never have  evolutionists don t conduct research on intelligent design  they never have  einstein doesn t conduct research on the photoelectric effect or brownian motion  he never has in genetics was officially declared  a bourgeois pseudoscience all geneticists were fired from work  some were also arrested and all genetic research was discontinued  from wikipedia aritlce lysenkoism i think mast cell and nightscream s argument over the pov or non pov nature of the wikipedia article aids reappraisal is inadequate because it is as follows  please note  this is central to the pov non pov debate  not a debate of the issue mast cell definition  a scientist is someone who follows the scientific method  the scientific community is composed of all scientists  claim  the evidence for hiv is so overwhelming  anyone who claims hiv does not cause aids must not be following the scientific method  lemma  therefore  someone who claims hiv does not cause aids is not a scientist  theorem  therefore  all members of the scientific community agree hiv causes aids  corollary  therefore  all debate over the hiv hypothesis occurs in non scientific forums  outside the scientific community mast cell and nightscream are using this pathetic argument as a justification for pushing their pov  so  yes  this comment is very definitely in reference to improving the article thank you ,0
 thank u thank u thank u your comment  and also ur home page is  very nice ,0
  that s pretty cool  thanks a bunch  wp ea e talk special contributions tvaughn contribs ,0
hi hi  i found you in categories of users who can contribute in english and portuguese  i myself am a native speaker of english  but i m well on my way to learning portuguese  just check out my user page and talk page  and join in any of the discussions  to keep updated  you can even put a watch on my user page  which will automatically watch my talk page ,0
  alf looks at ozric  ozric looks back  alf shrugs  kos where are you  melmac  ,0
 this ip address has been  block  because it is believed to be an open proxy or zombie computer  to prevent abuse  editing from these proxies is currently prohibited  for more information about open proxies and what you can do  please see the wikiproject on open proxies  see also block list block log related ip addresses user catapult  ,0
vandalism see if you can spot it  he is a pilot  a bigot  and an avid runner who has completed several marathons  he was a christian missionary in bolivia  rides motorcycles  and is a history enthusiast ,0
  i didn t  i said that s the kind of things islamists say  ,0
 by user laomei  removed ,0
hello and thanks for the info i just did the change of username ,0
also  in the citation provided  those countries he mentioned as western were countries we already knew of  he didn t exclude latin america and the west indies  meaning we shouldn t either tom ,0
edited section entitled fate and add a new section entitled further information to specifically showcase images of the ship that can be viewed on the state library of south australia website the location of the wreck is given as south neptune island based on the latitude longitude advised in the australian national shipwreck database some other references state that the ship ran aground on north neptune island  cowdy ,0
strawberry swing as an editor with a history of personal attacks and of creating attack pages  i disagree that it wasn t appropriate ,0
 thanks  for the nawlinwiki  talk my pleasure  i think i have to apologize for subjecting you to the diatribe it engendered but  as i think you might agree  it tends to prove the point in an ironic way  i just looked at your talk page and decided that the minor whining  i  get from new page patrol is relatively polite compared to what you seem to have attracted  hence the accounting taste talk nalinwiki  you deleted my article while i was still writing it on the basis that it contained no references whatsoever but allow your own article to stand even though it contains no references whatsoever please  please explain how your point been proven in an ironic way go ahead  explain it  all i have seen so far from you is reckless deletion of other people s work followed by pathetic back slapping from like minded wreckers  if you are going to have a dig at me  why not do it on my own talk page  you weren t shy to destroy four hours of my work  so why be shy now  kont dracula  talk i think you ve confused the two of us  i must take credit for some statements that have apparently offended you  having signed them  so feel free to express yourself here about them  if you want the contents of an article that was deleted  in order to work on adding citations in a sandbox page  you can either ask me or another administrator for assistance  if you have any other questions about wikipedia policies  i ll be happy to direct you to the relevant pages  and if you d like to work on contributing to wikipedia in a worthwhile way  in accordance with our policies  i think everyone here will try to assist you  accounting taste talk no  i haven t confused anything  there is not very much to confuse between you two drones anyway  i see that you are not very good at answering specific questions about specific articles  evidently  you feel much safer describing deleted articles that you have not even read as steaming crap than you are actually discussing the actual merits of said articles  a really positive  worthwhile contribution there  is that the kind of contribution you want me to make  hardly surprising that you prefer the classic politburo repsonse of directing me to the relevant regulations rather than discuss the merits of the case in question  yet you have the arch hypocrisy to highlight the assume good faith legend on your page well i do have some questions about wikipedia policy  as you mention it is it an acceptable practice for a wikipedia adminstrator to delete articles which are in the very process of being written without consultation or clarification on the basis that they do not contain references when the very same administrator has himself posted less relevant articles which do not contain references himself if the answer to the above is yes  and i have to conclude that it is  as that is precisely what has happened  would it be fair to conclude that wikipedia administrators feel themselves above and not subject to the same criteria for notability and verification as non administrators  after all  my article contained no references and was deleted  nawlinwiki s contained no references and was amended when i pointed it out  please refer me to the relevant pages  kont dracula  talk yes  to the first part of the question  administrators can delete articles without consultation or clarification  articles that are being considered for deletion are assessed entirely on their own terms  and not with reference to any other article  so comparison of your article  which i have read  with any article created or edited by anyone else is not a relevant consideration  you can read the relevant policy at wp wax well i didn t expect you to be so candid about it  so you believe that it is entirely acceptable for an administrator to completely ignore the very regulations that he is so dogmatically enforcing onto others  you still haven t referred me to the relevant page on that one but no  you have not read my article because it was in the very process of being written when it was deleted  i am sure that there was a great deal of improvement that it required  there were some slightly whimiscial and humourous details which were possibly not appropriate for a wikipedia entry  it wasn t perfect  you see  that is why i was editing it and indeed still writing it of course  in reality we know that you have not actually expressed your own opinion  you were pretty forward with your opinion the other day though  weren t you  you described other people s articles as steaming  shit now though  you are not quite so forward with your opinion  instead  you try to retreat behind guidelines r,0
issues  this article has serious issues that need to be addressed ,0
who the hell the lies about stuff that anyone can check my just looking at a different part of the same page the lie is written on ,1
no  it s an image of sellers in character  rather than of the man himself  and one of his lesser known characters from his lesser known films too it s down to a matter of opinion  but if you want the first image people see of sellers to be something that looks like a pomaded pimp  then i m not sure what image you have in your mind of him really ,0
 http en wikipedia org wiki user talk eblem decline reason  let us know when you plan on acting your age  this one should last about hours  luna santin  talk you appear to have posted this in the wrong location  i did not request a block removal  in fact  i had requested my user page and talk page be  removed because there was an ip block  my guess is that it snagged someone or someones else in north america it is considered rude to suggest an action that you know someone cannot take  in this case  knowing that i was  block you knew that i could not let us know anything  whoever us is  is there someone in there with you except insofar as you have office or authority in wikipedia  no one cares about your personal assessments  in fulfilling your office or in exercising your authority  sharing your personal assessments is inappropriate in the united states in particular derogatory references to age  national origin  race  and religion violate both federal and various state laws  are subject to civil action  and in some cases criminal action  and were i you i whould refrain from making them  you do not know me  my age or sex  and gross impertinence suggesting that i act some age or other is unwarranted  it was  in fact  a personal attack http en wikipedia org wiki wp npa  if you wish to present as an impartial moderating influence in wikipedia  leading by example in exercising office or authority  instead of presenting as an ill bred boorish self absorbed git  take these few observations in the spirit they were intended  control your editorializing  and familiarize yourself with internationally appropriate demeanor and etiquette  it will pay off in the long run  and i encourage to learn from this and change your ways bon appetit  don t respond  adieu  ,0
you have already been given a good faith and solid opportunity to discuss this issue on the article s talk page  and you chose not to ,0
hey fayssalfag  will you ever get a life offline and do something constructive with your life or are you adamant on perpetuating the idiot  ic sham of a reference that wiki shit ia is  what good has this pathetic ocd reference done but miseducate millions of monkeys  have you consider moving to cali  they ve legalized same sex marriage  filthy queer ,0
i have edited minor grammar errors so dont remove it  english is important,0
national movie awards u k  can we have national movie awards u k  in the list  the awards will be presented for the first time in the uk  ps  andhranews net ,0
 pregnancy image duplicate can you shut down this duplicate rfc that was opened immediately after an identical rfc was closed many editors feel this is not only out of process  but an actual abuse of process thanks  ,0
since you yourself not going to make a separate discussion section in the rfc i m going to make it myself  wp rfc does not say anything about adding sections or morphing layout of someone s rfc so i believe there is no problem if i add a separate section ,0
 small change  it s completely different  sfacets ,0
 please don t spam wikipedia i ve added you to my watch list and any further spamming will simply be reverted  equating to nothing more than a waste of your time and mine thank you  ,0
  i haven t looked at this page for years  but have a feeling i ve edited it in the past  i would have thought that the brussels stock exchange was right up there with the best examples of second empire architecture  whereas  one or two of the american examples are what i believe americans call  c hate auesque  and i call franglifried  not that it really matters  all these th century styles are largely a matter of personal opinion and taste  ,0
first of all have you compared the merkavas dimensions with the other tanks what you wrote here was rubbish  all the main battle tanks in the world are not air mobile capable  no helo designed or in service anywhere in the world can carry them  nor can they be parachuted too heavy  all these mbt s including the merkava  can fit aboard the c galaxy and c globemaster air  trans ports to be airlifted anywhere on the globe  the merkava mk has a hp gd diesel engine and additional armor  especially up top  for urban battlefields  ever been to the holy land  you get all types of terrain there  not the stereotypical desert arabian landscape that is always seen on tv  there are forests and swamps in israel  and up north the terrain is especially rough and it snows too  what consensus are you talking about  israel has had more battlefield experience with the use of armor and armored warfare in general than any country on this planet  the weight of the merkava mk is approximately the same as the m a sep  it has more crew protection than the leopard tank and has an active self defense system  it also retains the mm mortar which can be fired under armor  battlefiled mobility of the merkava series of tanks is better than both the m  and the leopard  it is true that both tanks are faster than the merkava but the merkava was designed with emphasis on crew protection  survivability and firepower  over speed  the merkava is more survivable in a firepower saturated environment meaning it can go places the m  and leopard cannot  for this reason the merkava has more freedom to maneuver  which gives more options to it s operators and commanders  and allows more aggressive courses of action  the enemy cannot simply deny areas to the merkavas by firepower  meaning the israeli tank has better battlefield mobility than the abrams and leo ,0
please do  all you will find is that novaseminary has a very bad history of edit warring  pov editing  and being uncivil ,0
the article says  as a military action  khe sanh was a tactical failure  but is viewed by some as a strategic or at least psychological victory insofar as the nva  this is possibly true  i would not go so far as to say it was a psychological victory  but with the weasel words  viewed by some  it is hard to argue with  ,0
in all fairness to the article and to it s accuracy shouldn t this be noted ,0
 legends pertaining to mucalinda i have heard and read from several sources a story which elaborates on the mucalinda legend according to this story  the buddha was pleased with his protector and blessed him by placing a hand on his hood as a sign of the buddha s blessing  cobras bear his fingerprints on their hoods indian or spectacled cobras  naja naja  of course have two ocelli or eyespot markings on the back of their hood  these are thought to serve as eyes in the back of the head  with the adaptive function of deterring predators that might try to attack the standing cobra from behind this story may be told in thailand also  although there is a slight inconsistency in that thai cobras  naja kaouthia  have only one spot  i have also heard a variant in which the buddha was protected by the serpent not from rain storms but from the blazing indian sun unfortunately  i cannot find a decent source for either of these elements in the mucalinda story and do not know where they originated ,0
i thought he was jasper cullen  when was he ever referred to as jasper hale ,0
akc suspensions  the morning call feb ,0
kristof the problem here is a lag from the old ukrainian orthography that has since changed  a similar case existed in belarus  but much more amplified  when the changes of s and subsequent orthographic reforms were very noticeable it affected the way whole cities were spelled  example minsk and mensk  in fact that is the reason why there are two versions of belarusian edition wikipedia  one uses the old and the other the official adopted version  in ukrainian language a similar happened but to lesser extent  and only some cities were affected e g  rivne became rovno  luhanske became luhansk  konotip became konotop and so on  with our city as far as i am aware it too became during the s some of those changes were reversed  and it really falls to because in ukrainian there are sufficient differences between dialects  in fact if you compare western and central ukrainian the differences would be more vivid than that of british and american english  so for some cases like rivne  it was much up to the locals  because volhynian dialect pronounces the city like its spelled  whilst somewhere in poltava they will say it as rovno  it seems that with mukhachevo it is a case that the version used by locals is not entirely adopted nationwide  but then again there are some silly people in the government who use spellings such as sevatopil but that is outright stupid  because even in classic orthography that version would never be used  the  pil originates from the connotation of field like ternopil  the  pol comes from the greek root for city  like sevastopol  all the more reasons why we should stick to mukachevo and help to leave the archaic spelling where it belongs in history ,0
 how can u judge a sport personality just on the basis of a headbutt or w hate ver he z the hero player  of the year despite of getting the red card he bravely accepted the decision calmly he retained hiz patience during all the past matches there wz a remarkable improvement in game nobody knoz what happened b w zizou and mrazi so by just watching the reaction of zizou how can u comment on the public voting and achievements  by chance if he wz being voted highest for the golden ball then what wz other comment u would have prepared try see the sides of coin  may be u would feel guilty on ur decision come on turn the coin ,0
i didn t create the page i just moved it to capitalize it ,0
thanks thanks for fixing the move ,0
 please remove that bs about righty lefty and no credible source about forbidden ring of course you can use both hands to drink  also all three man in the video appear to wear weeding ring any source  from imam  about muslim not allowed to wear gold rings even when they are wedding rings  ,0
for your bad behaviour,0
a lot depends on how the various companies have set themselves up financially  companies that have committed themselves to buy feedstock or wafers at high prices for the next several years are going to have bigger problems than those who have some flexibility in their contracts  for example  it will also depend on how their lines are set up on how reliant they are on manual labor  on cell production lines at large manufacturers i think you will find little reliance on manual labor in either country but regardless  a tariff would push pv prices up just as they re finally beginning to come down  i don t that s a good idea  i also don t think it would have the desired effect  i don t have any figures on how much pv the us imports from china  but some of us pv exports go to china  furthermore  the us is still a net exporter of pv modules so for a tariff to have the desired effect i think it would have to be levied by some other government that is more significant to the chinese pv industry ,0
no thanks  i ll earn it ,0
she looks younger than she actually is,0
what adjective would you use to describe their elimination then ,0
 posted from maryland talk page with acknowledgement from thisisbossi  i m getting the sense of a double standard for maryland here  why is maryland the focus of this brigade when other state intros are equivalent  i ve avoided posting in these discussions because it seems you guys are reluctant to seeing the truth and now i have to write a book to get my point across  even still you will believe what you want to because of personal preference or you don t feel it belongs most of all i m sure you could care less about the state itself otherwise you wouldn t object  but you want an answer so here it is if you think the intro to the maryland page needs a rework then you have your work cut out for you because you re going to have to change just about every other state  case in point  this is the last paragraph from the commonwealth of virginia intro  virginia is known as the mother of presidents because it is the birthplace of eight u s  presidents  george washington  thomas jefferson  james madison  james monroe  william henry harrison  john tyler  zachary taylor  and woodrow wilson more than any other state  most of the united states  early presidents were from the state  virginia has also been known as the mother of states because portions of the original colony subsequently became kentucky  indiana  illinois  and west virginia as well as some portions of ohio  how is that anymore relevant than proclaiming maryland donated the land for washington  d c  doesn t talk about presidents from decades past and ceding portions of land belong in the history section according to you not convinced  here s part of the intro from the state of wisconsin  this should put your economic fears to rest wisconsin s rural economy was originally based farming  especially dairy mining  and lumbering  in the th century tourism became important  and many people living on former farms commuted to jobs elsewhere  large scale industrialization began in the late th century in the southeast of the state  with the city of milwaukee as its major center  in recent decades  service industries  especially medicine and education  have become dominant  wisconsin s landscape  largely shaped by the wisconsin glaciation of the last ice age  makes the state popular for both tourism and many forms of outdoor recreation in previous version they were proclaiming fur trade  but it s a sin to proclaim the life sciences which has become the foremost important industry in maryland right now didn t get the message  try the commonwealth of massachusetts during the th century  massachusetts  trans formed itself from a mainly agricultural economy to a manufacturing one  making use of its many rivers for power to operate factories for shoes  furniture  and clothing  its economy declined in the early twentieth century when industry moved south in search of cheaper labor  a revitalization came in the s when  nourished by the graduates of the area s many elite institutions of higher education  the boston suburbs  particularly those around route became home to dozens of high technology companies  massachusetts  colleges and universities  as well as its technology sectors  continue to thrive the state is also considered a haven for progressive  liberal thought and often sends political candidates to the national scene  however  the four most recent presidential aspirants  ted kennedy  michael dukakis  paul tsongas  and john kerry  were all unsuccessful massachusetts was the home state of us presidents john adams  john quincy adams  calvin coolidge  and john f  kennedy  and the birth state of george h  w  bush  as of massachusetts is the only state in the union to legalize marriage of  gay  and lesbian couples must i continue  it should be clear by now  said  my version was hardly all about geography  it had a sentence touching upon its civil war history as well as some information on its population and economy this is what you left posted in the intro maryland  ipa m l  nd nicknamed the old line state and the free state  is located along the east coast of the us  historically a border state  it exhibits characteristics of both the northern and southern regions of the united states  consequently  it can be considered both a mid atlantic state and a south atlantic state  maryland comprises a mountainous western panhandle  a fertile coastal plain  and a central region  chesapeake bay is largely within the confines of the state  the broad central region includes a stretch of the eastern megalopolis  an entirely metropolitan r,0
launch date no where in the article does it mention when stumble upon was founded  the home page says copyright i believe this information is relevant and should be added to the page  i  however  cannot find a more concrete date as to when the software went public ,0
thats my info not you guys if it is then i wouldnt have made so you cant steal anythign that i have for info get you own i will sue every oen of you for fraud and stealing,0
hibiscus leave s i have a very big hybiscus tree  when we moved in  it was riddled with bug s and disease  so i cut it right back and treated it  it is growing back well  how ever it now seem s that it has a different problem  it look s like the leave s have pimple s  white risen dot s and still hasn t flowered  can some one please help me n hough ,0
suggestion hello i noticed your edits to emf related articles  which were brought up on the adminstrators  noticeboard  i don t disagree with the core of your assertions  nor with the need to present prevailing scientific opinion as such and minority views as minority views  however  your approach is raising some hackles  i d suggest discussing your concerns further on the article talk pages and trying to reach some sort of consensus about how to better present the mainstream view of emf related health issues  tirades  however justified they may feel  are counterproductive in the long run  although it often doesn t feel like it  reasonableness will eventually win out here if you re able to cool off and explain your position calmly  making rapid fire edits to the pages in question while a controversy is unsettled on the talk page is not a good idea  if you re deeply concerned about the current version  you can tag it with pov or totallydisputed until the issue is resolved on the talk page this is not ideal  but preferable to an edit war  talk,0
i agree  the introduction is biased and low quality  the english is broken too ,0
check the map on the right  or here  or here ,0
question how can i nominate an article for deletion ,0
 so  are you going on record as being tolerant of lying here is lying a benefit to the project perhaps the old system of lying for the lord is actually something we should strive for i m doing it to stop wp from becoming another tract for the lds faithful  this isn t the  church of latter day wikipedians but what  do  you  think talk p s  your ally routerone lied  and is now trying  rather feebly  to explain the lie away  talk  ,0
acid no hitter this is a popular story  and well referenced  but there is some skepticism that probably should be in the article about this event bill christine  a beat reporter of the pirates disputes the story  though i wish i could find a better source than deadspin ,0
i ve noticed the scottish people article has now been updated  you need to now add this information about british descent to the welsh people article  the english people article  the irish people article  the northern irish people article  and the cornish people article  you have my full support to do these things ,0
please can you stop this viscous victimisation ,0
  fwiw the industry often calls itself quick service restaurants ,0
thank you very much for understanding and a good faith gesture  i respect people that do that  i look forward to working with you in the future  best of luck ,0
that play wasn t spectacular  it was just ok just like any other homerun robbing play the only reason people are hollering on that thing was because of the perfect game  otherwise it would be just another play the catch was not spectacular ,0
 may allah  swt  either give you punishment or hidiyaat for spreading falsehood and keeping other muslim editors from making the article neutral insh allah  preceding unsigned comment added by preceding unsigned comment added by your comment on your edit proves you are ignorant of islam  preceding unsigned comment added by ,1
personally i think the vietnamese flag is correct  being that cung le is from the country of vietnam  however in his sherdog fighter profile it states that his country is the usa the subject is still under debate  does anyone else have anything to say ,0
you re a twat and a jew have a nice day ,1
the people before this are faggot ,1
please tell me how there is conflict of interest ,0
okay  yeah that doesn t really say too much  but i guess it is worth note of on the actual batman film series article ,0
enginer scottie is an account intended to impersonate me  use the  tag for that  but i have good reason to believe that it is,0
 for you the citation barnstar for your initiative in creating the sources archive  n mi  ,0
removing talk page comments hi again aperisic  this is just to let you know that in general you can t remove a discussion from a talk page if it also includes comments by other editors  as in talk almost integer  it had only comments by you and me  and i don t mind in this particular case  so you can leave it as it is  thanks ,0
 lima esoglou  did you know the quote was bogus when you edited it on dec last year saying that cs lewis had already answered and refuted the pagan origins arguement ,0
a page you started  citysuper  supermarket has been reviewed  thanks for creating citysuper  supermarket palaceguard wikipedia editor  just reviewed your page  and wrote this note for you hi  this article  citysuper  supermarket does not have any issue  nice work  to reply  leave a comment on deepanshu s  talk page learn more about page curation ,0
i would be happy to make this edit  as i agree the current text is unacceptably biased  however  i d like to see a version with some proper citations in it first this should be relatively easy given the press and website coverage ,0
pederasty i think it is uncalled for to block the article for a month  no one is warring over it  and we may have to do some work on it in the near future ,0
 dan  what exactly are you still arguing  is the balance about right  or do you think that we need more negative stuff talk contribs ,0
hello  i have removed the speedy delete template from your user page  it was intended to go on the main space page  sorry ,0
 if any  wishes to discuss the issue in detail  please contact me for an explanation  with regard to shuttegod i am in militant disagreement that the previous text he mangled reduced in his arrogant edit was wordy or awkward it was a tight  concise very well written opening to the article explaining in essence what the anglosphere is  what he reduced it to with his edit with its bombastic egotistical patronising editing note was weakly written  mushy  vague illogical at points  sorry if that s a bit tuff  but it s the truth  the anglosphere is an increasingly important concept geo strategically it s important to get this source for the term right for those who search via google for an explanation of it  i am open to edits  but they need to augment improve the opening text  not reduce state things that are not true  such as eire being a part of the anglosphere any  with the slightest comprehension of the history of ireland since can see the fallacy of this view whomever holds it does not grasp even the basics of what the anglosphere actually is plantdrew yr edit of the arms programme that militarily links the anglosphere was useful interesting i left it at  st  even tho it didn t quite belong in the opening preamble of the article as it was a little too micro not macro enough for an opening principle description  the reason i edited it out in my scrapping of shuttegod s massacring of the text is that it seemed to be antagonizing him it was out of place a little in the opening  please place in in the body of the text lower down under a military links section by all means bardrick  ,0
indo greek map though i ve restored the correct map i think it still needs alterations the line around gujrat should be clamped to the land  the line shoud be somewhat thinner and as for patna  i think the eastern boundary would be just a bit to the east at the ganga as it makes sense for it would have easier to defend for the time they were there  they did leave of their own accord due to a coup  though this should be verified ,0
how i can read the books on wikepedia,0
reply i wouldn t post your phone number on wikipedia  wikipedia pages are mirrored on many other websites  and your number may become very public very quickly  by the way  how old are you talk contribs ,0
 please stop adding unreferenced controversial biographical content to  articles or any other wikipedia page  content of this nature could be regarded as defamatory and is in violation of wikipedia policy  if you continue  you will be  block  from editing wikipedia  cheers  ax  ,0
may utc  obviously  no one will be  block banned or otherwise disciplined because they ve refused to participate in mediation  i would encourage you to participate in it myself but ultimately you re right  it is a voluntary process and you don t have to do it if you don t want to  sarah ,0
you still  suck  what did you do  report me i don t care do it again get me  block i want to be  block i  hate  you get a life ,1
just improved the taxpayer march on washington article  i took out all those unofficial signs and gave you credit thanks for the mentoring i took the lesson you gave me and then applied it to another article but now people are upset  saying that those signs  even if unofficial  are important let s not let them win  i anticipate your immediate support  ,0
hey hey faggot are you dead yet  or are you watching your mom getting rape  by filthy pigs  which one is it  i m coming to rape your mom and shoot your entire family  you have week to live  you mother  fuck  er ,1
your post at wpus i just wanted to let you know that very few watch wpus anymore  its mostly a dead project  you might have better luck leaving a note at wp us congress ,0
i guess that is all about your age  you are too old and cannot update the data you already have in your brain  how can one explain so huge desire to offend people ,1
just saw your olive branch  hi  i only saw your olive branch near the end of may last posting session  i had to go so had no time to respond  i wanted to say that i appreciated it and if i had more time  i would have offered you an olive branch back since i was under time pressure  i decided to withdraw my comment about wikipedia policy versus thinking independently because i was concerned that my wording might have been getting too heated  i withdrew another comment  about overmedication  to avoid misunderstanding as it never had anything to do with you at all  or any other person posting on dr  daniel amen  related pages but i was concerned that it might be taken that way  thanks ,0
just so you don t think i m going behind your back  i ve posted a comment on flakeloaf s user page you may want to check out  ,0
political endorsements i was asked by another editor to review the section dealing with the obama endorsement i have removed the superfluous trailing paragraphs because they are not relevant to caroline kennedy  this is a biography  not an analysis of her endorsement including information about other endorsement  beyond her own as well as offering responses and commentary  is a violation of wp syn and wp undue  blaxthos t c  ,0
wait a sec  nufy in a very old version of darth malak s page  it said he was succeeded by the triad of traya  nihilus  and sion  then i realized this could be impossible  because traya was the master of both  because of this  she succeeded malak  and in turn sion and nihilus both succeeded their master  since i have not read up that much on thier histories  i asume they didn t murder each other  it seems sion was somehow convinced by exile to kill himself  but i don t know what happened to nihilus jun utc ,0
dalea compacta i ve added a taxobox to this article  however  see p of this report  pdf is it possible that the plant referred to by your source is really dalea cylindriceps  as d  compacta  sensu barneby  doesn t occur in new mexico ,0
i dare you try to blcok me the best of them all  i know where you live ha ha ha ,0
 you re quite a coward kutta  no just joking however  one thing s for sure that you re condescending  and you guys are a bunch of low live lobbyists  you think this is cool  spending your whole life in on inside wikipedia  i can easily provide sources proving i m right  but you guys aren t even worth it  nerds  i am telling jimmy whales  immediately calls out from basement jimmy  whales  dear  can you please get rid of the two kutte up here thanks a million  yahya al shiddazi preceding unsigned comment added by ,1
 article title i think this article would be more appropriately titled  list of axis leaders of world war ii  ,0
  you believe that the correctness of the image caption should be measured against what you believe is an accurate paraphrase rather than the actual language of the source whose meaning is being represented  so  who appointed you god ,0
